id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,trip_duration_sec,trip_distance_km,trip_speed_kmh,idle_time_sec,trip_efficiency
id1041786,2,2016-01-28 12:16:23+00:00,2016-01-28 12:16:32+00:00,1,-73.967651,40.755959,-73.969543,40.75338,N,9,9.0,0.32807852488695544,131.23140995478218,,1.0
id0901299,2,2016-01-28 15:11:12+00:00,2016-01-28 15:11:15+00:00,1,-73.99379,40.73283,-73.993057,40.733879,N,3,3.0,0.1319855233919213,158.38262807030554,,1.0
id1066716,2,2016-01-28 21:16:07+00:00,2016-01-28 21:16:09+00:00,5,-73.955582,40.714108,-73.957146,40.714443,N,2,2.0,0.13698020272181755,246.5643648992716,,1.0
id3515525,2,2016-01-31 10:42:11+00:00,2016-01-31 10:42:24+00:00,2,-73.780472,40.645252,-73.786926,40.645111,N,13,13.0,0.5447498307264627,150.85379927809737,,1.0
id2427976,2,2016-02-07 15:00:04+00:00,2016-02-07 15:00:11+00:00,1,-73.983749,40.755661,-73.981155,40.753223,N,7,7.0,0.34818465614167515,179.06639458714722,,1.0
id3401364,2,2016-02-07 20:17:46+00:00,2016-02-07 20:18:16+00:00,1,-73.986473,40.78199,-73.978317,40.79443,N,30,30.0,1.5443132138346878,185.31758566016254,,1.0
id2932743,2,2016-02-08 23:37:06+00:00,2016-02-08 23:37:11+00:00,1,-74.026138,40.770321,-74.024132,40.770851,N,5,5.0,0.17891271264665326,128.81715310559034,,1.0
id3374150,2,2016-02-11 03:56:26+00:00,2016-02-11 03:56:29+00:00,1,-73.972,40.756153,-73.972984,40.754784,N,3,3.0,0.17332704336985894,207.9924520438307,,1.0
id3720883,2,2016-02-12 11:42:29+00:00,2016-02-12 11:42:45+00:00,3,-73.803856,40.678879,-73.80201,40.665524,N,16,16.0,1.493146676200397,335.9580021450893,,1.0
id2344725,2,2016-02-12 12:51:26+00:00,2016-02-12 13:02:50+00:00,1,-75.241493,41.43066,-75.570152,41.201477,N,684,684.0,37.45451729153577,197.12903837650407,,1.0
id3619353,2,2016-02-13 20:28:30+00:00,2016-02-13 20:28:37+00:00,1,-73.936974,40.76461,-73.789848,40.646858,N,7,7.0,18.034442531150678,9274.856158877492,,1.0
id1125911,2,2016-02-14 09:01:52+00:00,2016-02-14 09:07:09+00:00,2,-72.074333,35.310307,-72.022408,35.173546,N,317,317.0,15.921481143387643,180.81177323720982,,1.0
id0015520,2,2016-02-14 23:40:47+00:00,2016-02-14 23:40:57+00:00,1,-73.943909,40.792549,-73.940163,40.797821,N,10,10.0,0.6656515491570467,239.6345576965368,,1.0
id0772531,2,2016-02-15 17:08:22+00:00,2016-02-15 17:08:42+00:00,1,-73.804169,40.662457,-73.807327,40.654495,N,20,20.0,0.9245423652845606,166.4176257512209,,1.0
id0558971,2,2016-02-16 06:27:13+00:00,2016-02-16 06:27:23+00:00,1,-73.93882,40.750221,-73.94297,40.751911,N,10,10.0,0.39688734119207497,142.879442829147,,1.0
id3735705,2,2016-02-22 09:39:50+00:00,2016-02-22 09:46:50+00:00,1,-73.982368,40.731243,-73.777405,40.665627,N,420,420.0,18.75620371141989,160.76746038359906,,1.0
id3523631,2,2016-02-25 07:10:48+00:00,2016-02-25 07:10:55+00:00,1,-73.788147,40.641346,-73.786812,40.646187,N,7,7.0,0.5499527910867763,282.832863987485,,1.0
id0015564,2,2016-02-25 15:00:48+00:00,2016-02-25 15:00:55+00:00,1,-73.78933,40.647179,-73.791489,40.645432,N,7,7.0,0.2662992251768507,136.95388723380893,,1.0
id2161528,2,2016-03-01 17:07:29+00:00,2016-03-01 17:08:00+00:00,5,-73.79129,40.661964,-73.786072,40.651691,N,31,31.0,1.2241764169601677,142.16242261472914,,1.0
id2905190,2,2016-03-05 00:17:29+00:00,2016-03-05 00:17:32+00:00,1,-74.003487,40.732609,-74.004189,40.731274,N,3,3.0,0.15979609094722536,191.7553091366704,,1.0
id3285159,2,2016-03-07 10:47:38+00:00,2016-03-07 10:47:43+00:00,1,-73.788269,40.641628,-73.786079,40.64267,N,5,5.0,0.21810069587783015,157.03250103203771,,1.0
id2839853,2,2016-03-10 17:06:52+00:00,2016-03-10 17:07:06+00:00,2,-73.806007,40.65181,-73.797813,40.644798,N,14,14.0,1.0420268495546885,267.94976131406275,,1.0
id1234946,2,2016-03-10 21:50:13+00:00,2016-03-10 21:50:30+00:00,1,-73.94117,40.75507,-73.936554,40.760098,N,17,17.0,0.6809855814099774,144.208711357407,,1.0
id3875012,2,2016-03-13 01:05:40+00:00,2016-03-13 01:05:42+00:00,2,-74.010735,40.728527,-74.010475,40.730782,N,2,2.0,0.25169984704547943,453.059724681863,,1.0
id3892262,2,2016-03-13 15:19:35+00:00,2016-03-13 15:23:02+00:00,1,-73.975418,40.72998,-73.790306,40.643745,N,207,207.0,18.31832172213053,318.57950821096574,,1.0
id1072805,2,2016-03-13 18:25:41+00:00,2016-03-13 18:25:50+00:00,1,-73.776711,40.645351,-73.780151,40.647228,N,9,9.0,0.3574820315417926,142.99281261671703,,1.0
id0409794,2,2016-03-17 16:00:06+00:00,2016-03-17 16:00:14+00:00,1,-73.791237,40.646351,-73.797318,40.64481,N,8,8.0,0.5409091430732363,243.40911438295635,,1.0
id3797635,2,2016-03-19 05:33:39+00:00,2016-03-19 05:33:48+00:00,3,-73.916389,40.757801,-73.91275,40.7626,N,9,9.0,0.6153802869936567,246.15211479746264,,1.0
id1322914,2,2016-03-25 17:21:18+00:00,2016-03-25 17:21:27+00:00,1,-73.801102,40.669941,-73.801392,40.673851,N,9,9.0,0.4354595317262244,174.18381269048976,,1.0
id3629074,2,2016-03-26 01:50:42+00:00,2016-03-26 01:51:00+00:00,1,-73.949142,40.794319,-73.944969,40.799789,N,18,18.0,0.7023849147495793,140.47698294991585,,1.0
id1957624,2,2016-03-27 16:28:42+00:00,2016-03-27 16:32:25+00:00,1,-74.069908,40.739052,-74.157913,40.712528,N,223,223.0,7.980962269531779,128.84064650365204,,1.0
id2057326,2,2016-03-30 01:39:49+00:00,2016-03-30 01:40:03+00:00,1,-73.837379,40.649853,-73.838455,40.654041,N,14,14.0,0.4744487795116459,122.00111473156609,,1.0
id2909682,2,2016-03-31 20:36:06+00:00,2016-03-31 20:36:09+00:00,1,-74.136009,40.734112,-74.138702,40.733994,N,3,3.0,0.22728471687701252,272.741660252415,,1.0
id0799160,2,2016-04-01 11:37:39+00:00,2016-04-01 11:37:49+00:00,1,-73.789902,40.646713,-73.795204,40.644779,N,10,10.0,0.496334134110184,178.68028827966623,,1.0
id3667018,2,2016-04-03 11:55:19+00:00,2016-04-03 11:55:52+00:00,1,-73.804878,40.650467,-73.804916,40.661327,N,33,33.0,1.2075811579583167,131.73612632272545,,1.0
id1719545,2,2016-04-04 13:53:39+00:00,2016-04-04 13:54:34+00:00,1,-73.95443,40.74144,-73.975517,40.747082,N,55,55.0,1.8839898485430062,123.31569917736041,,1.0
id0112906,2,2016-04-10 19:51:29+00:00,2016-04-10 19:51:49+00:00,1,-73.792648,40.656761,-73.789902,40.643108,N,20,20.0,1.5357181508789408,276.4292671582093,,1.0
id0553321,2,2016-04-11 19:01:35+00:00,2016-04-11 19:01:36+00:00,1,-73.945999,40.792202,-73.947411,40.79274,N,1,1.0,0.133072096055067,479.05954579824123,,1.0
id1074797,2,2016-04-14 21:29:23+00:00,2016-04-14 21:29:28+00:00,6,-73.954628,40.711369,-73.953011,40.713921,N,5,5.0,0.31480091120032355,226.65665606423295,,1.0
id3921349,2,2016-04-15 04:01:01+00:00,2016-04-15 04:01:12+00:00,1,-73.928215,40.763462,-73.931618,40.760056,N,11,11.0,0.47495382622568444,155.4394340374967,,1.0
id0868400,2,2016-04-15 13:52:42+00:00,2016-04-15 13:53:42+00:00,1,-73.951378,40.770161,-73.985504,40.723377,N,60,60.0,5.943644620530396,356.61867723182377,,1.0
id3223596,2,2016-04-19 00:44:41+00:00,2016-04-19 00:44:51+00:00,2,-73.896492,40.746162,-73.895729,40.742947,N,10,10.0,0.3632244743564754,130.76081076833114,,1.0
id1376591,2,2016-04-21 11:25:43+00:00,2016-04-21 11:25:46+00:00,1,-73.78389,40.648663,-73.785873,40.647743,N,3,3.0,0.19609650260104952,235.31580312125942,,1.0
id1933802,2,2016-04-21 16:19:01+00:00,2016-04-21 16:19:08+00:00,1,-73.785522,40.650089,-73.786797,40.65329,N,7,7.0,0.37183212376027436,191.2279493624268,,1.0
id2457748,2,2016-04-23 09:03:47+00:00,2016-04-23 09:03:51+00:00,1,-73.981682,40.755566,-73.979965,40.754906,N,4,4.0,0.16217907532687492,145.96116779418742,,1.0
id1844379,2,2016-04-24 14:48:23+00:00,2016-04-24 14:48:28+00:00,1,-73.995613,40.744282,-73.996986,40.742359,N,5,5.0,0.24310859757575215,175.03819025454155,,1.0
id2903667,2,2016-04-25 06:08:02+00:00,2016-04-25 06:08:11+00:00,3,-73.979492,40.735481,-73.977501,40.738258,N,9,9.0,0.35141172079903427,140.5646883196137,,1.0
id0508130,2,2016-04-30 00:00:51+00:00,2016-04-30 00:01:02+00:00,3,-74.000664,40.74741,-74.003189,40.74395,N,11,11.0,0.43962200080329444,143.87629117198728,,1.0
id3612940,2,2016-04-30 21:11:50+00:00,2016-04-30 21:11:54+00:00,1,-73.964256,40.7705,-73.965607,40.76862,N,4,4.0,0.23800065980486854,214.20059382438168,,1.0
id3321276,2,2016-05-04 09:29:18+00:00,2016-05-04 09:29:29+00:00,1,-73.958633,40.772362,-73.955879,40.776154,N,11,11.0,0.4812168715241308,157.48915795335188,,1.0
id3141426,2,2016-05-06 18:29:00+00:00,2016-05-06 18:29:05+00:00,1,-73.874718,40.73061,-73.867432,40.732868,N,5,5.0,0.6632801577014799,477.56171354506546,,1.0
id2687624,2,2016-05-08 23:59:31+00:00,2016-05-09 00:00:00+00:00,1,-73.978317,40.745602,-73.987221,40.718849,N,29,29.0,3.0679468022965333,380.848568560949,,1.0
id1502221,2,2016-05-11 07:36:25+00:00,2016-05-11 07:40:25+00:00,1,-73.970833,40.751713,-73.830246,40.709827,N,240,240.0,12.728808357917071,190.93212536875606,,1.0
id2004556,2,2016-05-12 04:31:07+00:00,2016-05-12 04:31:19+00:00,1,-73.958305,40.77285,-73.955765,40.776436,N,12,12.0,0.45248623316733905,135.7458699502017,,1.0
id1994288,2,2016-05-12 13:57:13+00:00,2016-05-12 13:57:16+00:00,1,-73.958389,40.777328,-73.957916,40.77636,N,3,3.0,0.114769080085678,137.7228961028136,,1.0
id0995203,2,2016-05-15 18:31:33+00:00,2016-05-15 18:31:59+00:00,5,-73.791206,40.666481,-73.800903,40.669819,N,26,26.0,0.8981382030903448,124.35759735097082,,1.0
id1453940,2,2016-05-15 23:33:37+00:00,2016-05-15 23:33:41+00:00,6,-73.781654,40.644768,-73.784004,40.646206,N,4,4.0,0.254711461951731,229.2403157565579,,1.0
id0008221,2,2016-05-16 14:42:18+00:00,2016-05-16 14:42:19+00:00,1,-73.787086,40.647388,-73.78978,40.646992,N,1,1.0,0.23151210532407393,833.4435791666662,,1.0
id3618931,2,2016-05-17 15:33:58+00:00,2016-05-17 15:34:00+00:00,1,-73.986237,40.75774,-73.987717,40.75729,N,2,2.0,0.13432497734294407,241.78495921729933,,1.0
id1148456,2,2016-05-18 21:52:51+00:00,2016-05-18 21:53:02+00:00,1,-73.985062,40.746899,-73.980759,40.74506,N,11,11.0,0.41619469175910584,136.20917184843464,,1.0
id1804545,2,2016-05-19 19:11:46+00:00,2016-05-19 19:11:51+00:00,1,-73.960258,40.769581,-73.963173,40.770809,N,5,5.0,0.28089914256924,202.24738264985277,,1.0
id1784326,2,2016-05-23 09:02:57+00:00,2016-05-23 09:04:16+00:00,5,-74.191154,40.654186,-74.170135,40.678253,N,79,79.0,3.210067568417505,146.28156007978504,,1.0
id3737479,2,2016-05-28 11:59:54+00:00,2016-05-28 12:01:59+00:00,1,-73.946533,40.77692,-73.978661,40.741081,N,125,125.0,4.817015982164303,138.73006028633193,,1.0
id1859761,2,2016-05-28 15:14:19+00:00,2016-05-28 15:14:39+00:00,1,-73.815674,40.700844,-73.783714,40.643608,N,20,20.0,6.911586018430701,1244.0854833175263,,1.0
id3326702,2,2016-05-30 17:12:12+00:00,2016-05-30 17:12:15+00:00,1,-73.806503,40.659634,-73.805756,40.651443,N,3,3.0,0.9129749132040125,1095.569895844815,,1.0
id0005464,2,2016-06-01 10:31:08+00:00,2016-06-01 10:31:11+00:00,2,-73.9879,40.700142,-73.989563,40.700474,N,3,3.0,0.144970594274654,173.9647131295848,,1.0
id0563564,2,2016-06-01 15:46:56+00:00,2016-06-01 15:46:59+00:00,1,-74.180344,40.705536,-74.18396,40.700535,N,3,3.0,0.6341491163651959,760.978939638235,,1.0
id0401529,2,2016-06-02 15:19:35+00:00,2016-06-02 15:32:59+00:00,1,-73.980751,40.757111,-74.240051,38.478298,N,804,804.0,254.36358629700754,1138.9414311806308,,1.0
id1852853,2,2016-06-05 03:43:27+00:00,2016-06-05 03:43:31+00:00,2,-73.947441,40.686481,-73.94799,40.689301,N,4,4.0,0.3169679313680825,285.2711382312742,,1.0
id0969339,2,2016-06-10 19:00:43+00:00,2016-06-10 19:00:53+00:00,3,-73.963852,40.776852,-73.965973,40.773869,N,10,10.0,0.37672130206359944,135.61966874289578,,1.0
id1653963,2,2016-06-12 06:35:13+00:00,2016-06-12 06:35:15+00:00,3,-73.92289,40.8582,-73.92585,40.851521,N,2,2.0,0.7832852020151939,1409.913363627349,,1.0
id3083944,2,2016-06-12 12:43:31+00:00,2016-06-12 12:43:35+00:00,1,-73.955193,40.768936,-73.953148,40.771748,N,4,4.0,0.3569679161487951,321.27112453391555,,1.0
id3202786,2,2016-06-13 11:39:02+00:00,2016-06-13 11:39:09+00:00,1,-73.91021,40.752911,-73.907249,40.753181,N,7,7.0,0.25121590772183955,129.19675254266033,,1.0
id2579630,2,2016-06-13 16:34:30+00:00,2016-06-13 16:34:33+00:00,2,-73.804237,40.662342,-73.807533,40.655972,N,3,3.0,0.7609228270281331,913.1073924337596,,1.0
id3457410,2,2016-06-17 00:35:24+00:00,2016-06-17 00:35:28+00:00,1,-73.940453,40.808941,-73.941917,40.806931,N,4,4.0,0.2552160697947368,229.69446281526314,,1.0
id2133276,2,2016-06-17 20:42:48+00:00,2016-06-17 20:42:53+00:00,1,-73.952202,40.786423,-73.955566,40.787842,N,5,5.0,0.3242032414609569,233.42633385188896,,1.0
id3331223,2,2016-06-18 19:35:41+00:00,2016-06-18 19:35:45+00:00,5,-73.897095,40.610332,-73.896828,40.613152,N,4,4.0,0.31437862127961913,282.94075915165723,,1.0
id1868734,2,2016-06-19 03:40:28+00:00,2016-06-19 03:44:12+00:00,1,-74.726715,40.099789,-74.663132,40.153744,N,224,224.0,8.075799299258696,129.78963159522905,,1.0
id1935555,2,2016-06-19 20:18:35+00:00,2016-06-19 20:19:26+00:00,1,-73.78186,40.644657,-73.99369,40.724537,N,51,51.0,19.948153214698525,1408.1049328022489,,1.0
id3333018,2,2016-06-22 11:40:46+00:00,2016-06-22 11:48:27+00:00,6,-73.67907,40.213837,-73.982361,40.767113,N,461,461.0,66.65351011657167,520.504634315961,,1.0
id2467394,2,2016-06-23 01:03:42+00:00,2016-06-23 01:03:52+00:00,1,-73.985153,40.7519,-73.981522,40.75034,N,10,10.0,0.3516256659366116,126.58523973718017,,1.0
id0729156,2,2016-06-23 13:36:48+00:00,2016-06-23 13:36:50+00:00,3,-73.82766,40.716175,-73.822113,40.711452,N,2,2.0,0.7031225518060441,1265.6205932508794,,1.0
id3728910,2,2016-06-25 16:51:32+00:00,2016-06-25 16:51:38+00:00,2,-73.78363,40.648697,-73.786034,40.647377,N,6,6.0,0.2503562649963185,150.2137589977911,,1.0
id2533323,2,2016-06-25 17:01:24+00:00,2016-06-25 17:01:28+00:00,3,-73.782074,40.644562,-73.78054,40.645233,N,4,4.0,0.14939055156754544,134.4514964107909,,1.0
id1083057,2,2016-06-26 11:18:18+00:00,2016-06-26 11:18:23+00:00,1,-73.975754,40.765499,-73.97068,40.76342,N,5,5.0,0.4858501283436693,349.81209240744187,,1.0
id0727963,2,2016-06-26 16:45:05+00:00,2016-06-26 16:45:11+00:00,1,-73.750664,40.802101,-73.752296,40.803879,N,6,6.0,0.24074148499875722,144.4448909992543,,1.0
id1733307,2,2016-06-26 18:02:38+00:00,2016-06-26 18:02:50+00:00,1,-73.792725,40.656902,-73.788948,40.64727,N,12,12.0,1.1174215911401506,335.22647734204514,,1.0
id3484419,2,2016-06-27 15:44:13+00:00,2016-06-27 15:44:16+00:00,6,-73.951782,40.797951,-73.956528,40.799911,N,3,3.0,0.4550780376829013,546.0936452194815,,1.0
id2750742,2,2016-06-28 22:36:21+00:00,2016-06-28 22:36:28+00:00,1,-73.978264,40.779484,-73.976257,40.781063,N,7,7.0,0.24368824638099815,125.32538385308476,,1.0
id2362780,2,2016-06-30 05:01:03+00:00,2016-06-30 05:01:11+00:00,1,-74.164268,40.711639,-74.179352,40.711342,N,8,8.0,1.2718011143175327,572.3105014428897,,1.0
